藝人中文名,藝人英文名,類型,地區,入圍紀錄,得獎紀錄,來源網址,網址識別碼,識別碼來源,識別碼依據網址,判斷依據
Matzka,,男歌手,國內,第37屆金曲獎 最佳原住民語專輯獎；第37屆金曲獎 年度專輯獎；第37屆金曲獎 最佳原住民語歌手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247,matzka,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
鶴The Crane,,男歌手,國內,第37屆金曲獎 年度專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247,the-crane,藝人自用拼音,,VERSE專訪：本名林泰羽，個人創作者非團體，原表列「團體」有誤；藝名中英夾雜，取其自用羅馬字母部分作為識別碼
落日飛車,Sunset Rollercoaster,團體,國內,第37屆金曲獎 年度專輯獎；第37屆金曲獎 最佳樂團獎；第17屆金音 最佳專輯獎；第17屆金音 最佳樂團獎；第17屆金音 最佳另類流行專輯獎；第17屆金音 最佳另類流行歌曲獎,第37屆金曲獎 最佳樂團獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247；https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=257991；https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,sunset-rollercoaster,官方英文名,https://zh.wikipedia.org/wiki/落日飛車,英文名／藝名依原始名單欄位「Sunset Rollercoaster」
周湯豪,,男歌手,國內,第37屆金曲獎 最佳華語男歌手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247,zhou-tang-hao,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
Gummy B,,男歌手,國內,第37屆金曲獎 最佳華語男歌手獎；第17屆金音 最佳現場演出獎；第15屆金音 最佳嘻哈專輯獎；第15屆金音 最佳嘻哈歌曲獎,第15屆金音 最佳嘻哈歌曲獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247；https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493,gummy-b,藝人自用拼音,,維基百科：本名黃立堯，台北男性饒舌歌手；藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
彭佳慧,,女歌手,國內,第37屆金曲獎 最佳華語女歌手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247,peng-jia-hui,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
劉艾立,,女歌手,國內,第37屆金曲獎 最佳華語女歌手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247,erika-liu,藝人自用拼音,https://zh.wikipedia.org/wiki/劉艾立,維基百科：劉艾立（Erika）台灣美國籍女歌手，出身第七屆超級星光大道；查無官方英文名或自用羅馬拼音，採漢語拼音音譯；維基百科：藝名Erika，與另一入圍紀錄「ERIKA劉艾立」很可能為同一人，本輪不合併資料列，slug另加姓氏區隔避免與該列相同
曾瑋中,,男歌手,國內,第37屆金曲獎 最佳台語男歌手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247,ceng-wei-zhong,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
周自從,Since Chou,男歌手,國內,第37屆金曲獎 最佳台語男歌手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247,since-chou,藝人自用拼音,,英文名／藝名依原始名單欄位「Since Chou」
陳怡婷,,女歌手,國內,第37屆金曲獎 最佳台語女歌手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247,chen-yi-ting,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
秀蘭瑪雅,,女歌手,國內,第37屆金曲獎 最佳台語女歌手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247,xiu-lan-ma-ya,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
白冰冰,,女歌手,國內,第37屆金曲獎 最佳台語女歌手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247,bai-bing-bing,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
PiA吳蓓雅,,女歌手,國內,第37屆金曲獎 最佳台語女歌手獎,第37屆金曲獎 最佳台語女歌手獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=257991,pia,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
查勞．巴西瓦里,,男歌手,國內,第37屆金曲獎 最佳原住民語歌手獎；第17屆金音 最佳民謠專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247；https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,cha-lao-ba-xi-wa-li,音譯,,原視界／原住民族事典：花蓮阿美族男性音樂人查勞·加麓；查無官方英文名或自用羅馬拼音，採漢語拼音音譯
icyball冰球樂團,,團體,國內,第37屆金曲獎 最佳樂團獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247,icyball,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
老王樂隊,,團體,國內,第37屆金曲獎 最佳樂團獎；第17屆金音 最佳搖滾歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247；https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,lao-wang-le-dui,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
甜約翰Sweet John,,團體,國內,第37屆金曲獎 最佳樂團獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247,sweet-john,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
Tizzy Bac,,團體,國內,第37屆金曲獎 最佳樂團獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247,tizzy-bac,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
GENBLUE幻藍小熊,,團體,國內,第37屆金曲獎 最佳演唱組合獎,第37屆金曲獎 最佳演唱組合獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=257991,genblue,藝人自用拼音,,README既有裁示：團員多數台灣籍、主要活動地在台灣，暫標國內；藝名中英夾雜，取其自用羅馬字母部分作為識別碼
凹與山,,團體,國內,第37屆金曲獎 最佳演唱組合獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247,ao-yu-shan,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
椅子樂團,,團體,國內,第37屆金曲獎 最佳演唱組合獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247,yi-zi-le-tuan,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
Dac與鄭昭元ZAOYUAN,,團體,國內,第37屆金曲獎 最佳演唱組合獎；第17屆金音 最佳節奏藍調專輯獎；第17屆金音 最佳節奏藍調歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247；https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,dac-zaoyuan,藝人自用拼音,,PopDaily報導：Dac（張汎宇）與鄭昭元皆為台灣音樂人；藝名中英夾雜，取其自用羅馬字母部分作為識別碼
高真TRU,,男歌手,國內,第37屆金曲獎 最佳新人獎；第17屆金音 最佳新人獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247；https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,tru,藝人自用拼音,,VERSE／NOWnews：本名高正恩，台灣男性創作歌手；藝名中英夾雜，取其自用羅馬字母部分作為識別碼
163braces,,女歌手,國內,第37屆金曲獎 最佳新人獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247,163braces,藝人自用拼音,,維基百科：本名吳朵芸，高雄鳳山台灣創作女歌手（非樂團）；藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
JOYCE就以斯,,女歌手,國內,第37屆金曲獎 最佳新人獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=255247,joyce,藝人自用拼音,,噓星聞／中時報導：2002年生台灣女性創作歌手；藝名中英夾雜，取其自用羅馬字母部分作為識別碼
陳穎達四重奏,,團體,國內,第17屆金音 最佳專輯獎；第17屆金音 最佳爵士專輯獎；第17屆金音 最佳爵士歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,chen-ying-da-si-chong-zou,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
羊駝小姐,Miss Alpaca,女歌手,國內,第17屆金音 最佳專輯獎；第17屆金音 最佳創作歌手獎；第17屆金音 最佳新人獎；第17屆金音 最佳節奏藍調專輯獎；第17屆金音 最佳節奏藍調歌曲獎；第17屆金音 最佳另類流行歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,miss-alpaca,官方英文名,,英文名／藝名依原始名單欄位「Miss Alpaca」
2CHANGE,,男歌手,國內,第17屆金音 最佳專輯獎；第17屆金音 最佳嘻哈專輯獎；第15屆金音 最佳嘻哈專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,2change,藝人自用拼音,,Blow吹音樂／鏡報報導：台中出身台灣男性饒舌歌手；藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
羅妍婷,,女歌手,國內,第17屆金音 最佳專輯獎；第17屆金音 最佳創作歌手獎；第17屆金音 最佳爵士專輯獎；第17屆金音 最佳爵士歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,luo-yan-ting,音譯,,衛武營／Blow吹音樂專訪：成大工業設計畢業赴荷蘭修爵士樂的台灣女性爵士歌手；查無官方英文名或自用羅馬拼音，採漢語拼音音譯
COLD DEW,,待確認,待確認,第17屆金音 最佳樂團獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,cold-dew,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
淺堤,Tiu Tiu,團體,國內,第17屆金音 最佳樂團獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,tiu-tiu,藝人自用拼音,https://zh.wikipedia.org/wiki/淺堤,英文名／藝名依原始名單欄位「Tiu Tiu」
Mong Tong夢東,,團體,國內,第17屆金音 最佳樂團獎；第17屆金音 最佳現場演出獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,mong-tong,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
Robot Swing,,團體,國內,第17屆金音 最佳樂團獎；第17屆金音 最佳搖滾歌曲獎；第16屆金音 最佳樂團獎；第15屆金音 最佳現場演出獎；第15屆金音 最佳嘻哈歌曲獎,第16屆金音 最佳樂團獎；第15屆金音 最佳現場演出獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=245657；https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=226493,robot-swing,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
馬尾,,待確認,待確認,第17屆金音 最佳新人獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,ma-wei,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
debloop,,待確認,待確認,第17屆金音 最佳新人獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,debloop,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
陳穎達,,待確認,待確認,第17屆金音 最佳樂手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,chen-ying-da,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
林偉中,,待確認,待確認,第17屆金音 最佳樂手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,lin-wei-zhong,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
蘇郁涵,,女歌手,國內,第17屆金音 最佳樂手獎；第17屆金音 最佳爵士專輯獎；第17屆金音 最佳爵士歌曲獎；第17屆金音 評審團獎；第15屆金音 最佳樂手獎；第15屆金音 最佳爵士歌曲獎,第17屆金音 評審團獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,su-yu-han,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
王品心,,待確認,待確認,第17屆金音 最佳樂手獎；第17屆金音 最佳電音專輯獎；第17屆金音 最佳電音歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,wang-pin-xin,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
葉俊麟,,待確認,待確認,第17屆金音 最佳樂手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,ye-jun-lin,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
Brandon Lin,,待確認,待確認,第17屆金音 最佳樂手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,brandon-lin,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
洪惟農,,待確認,待確認,第17屆金音 最佳樂手獎；第16屆金音 最佳樂手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,hong-wei-nong,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
鄭宇泰,,待確認,待確認,第17屆金音 最佳樂手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,zheng-yu-tai,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
Flowstrong,,待確認,待確認,第17屆金音 最佳現場演出獎；第17屆金音 最佳嘻哈專輯獎；第15屆金音 最佳新人獎；第15屆金音 最佳嘻哈歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,flowstrong,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
That's My Shhh,,待確認,待確認,第17屆金音 最佳現場演出獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,thats-my-shhh,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
聲子蟲,,待確認,待確認,第17屆金音 最佳現場演出獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,sheng-zi-chong,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
C.Holly,,待確認,待確認,第17屆金音 最佳現場演出獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,c-holly,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
ena mori,,女歌手,國外,第17屆金音 亞洲創作音樂獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,ena-mori,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
KIKI,,待確認,待確認,第17屆金音 亞洲創作音樂獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,kiki,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
SHNTI,,待確認,待確認,第17屆金音 亞洲創作音樂獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,shnti,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
N.Y.P.D.南洋派對,,團體,待確認,第17屆金音 亞洲創作音樂獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,n-y-p-d,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
NAMDO CALLING,,待確認,待確認,第17屆金音 亞洲創作音樂獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,namdo-calling,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
deca joins,,團體,國內,第17屆金音 最佳搖滾專輯獎；第15屆金音 最佳現場演出獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381,deca-joins,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
潑猴,,團體,國內,第17屆金音 最佳搖滾專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,po-hou,音譯,,維基百科消歧義頁：2001年成立的台灣樂團；查無官方英文名或自用羅馬拼音，採漢語拼音音譯
魚條,,待確認,待確認,第17屆金音 最佳搖滾專輯獎；第17屆金音 最佳搖滾歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,yu-tiao,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
Acid Brain酸腦,,待確認,待確認,第17屆金音 最佳搖滾專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,acid-brain,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
共振效應,,待確認,待確認,第17屆金音 最佳搖滾歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,gong-zhen-xiao-ying,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
一好．屴夯,,待確認,待確認,第17屆金音 最佳民謠專輯獎；第17屆金音 最佳民謠歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,yi-hao-li-hang,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
雷擎,,待確認,待確認,第17屆金音 最佳民謠專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,lei-qing,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
凹與山Our Shame,,團體,國內,第17屆金音 最佳民謠歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,our-shame,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
邱舒,,女歌手,國內,第17屆金音 最佳民謠歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,qiu-shu,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
Lizi栗子,,待確認,待確認,第17屆金音 最佳嘻哈專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,lizi,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
蘇裔非,,待確認,待確認,第17屆金音 最佳嘻哈專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,su-yi-fei,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
DCIV柯德維,,待確認,待確認,第17屆金音 最佳嘻哈專輯獎；第17屆金音 最佳嘻哈歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,dciv,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
方品融,,待確認,待確認,第17屆金音 最佳嘻哈歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,fang-pin-rong,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
Miss Ko葛仲珊,,女歌手,國內,第17屆金音 最佳嘻哈歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,miss-ko,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
吳睿朋,,待確認,待確認,第17屆金音 最佳嘻哈歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,wu-rui-peng,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
熊仔,,男歌手,國內,第17屆金音 最佳嘻哈歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,xiong-zai,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
Cicada,,團體,國內,第17屆金音 最佳電音專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,cicada,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
undep,,待確認,待確認,第17屆金音 最佳電音專輯獎；第17屆金音 最佳電音歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,undep,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
PROD_CW,,待確認,待確認,第17屆金音 最佳電音專輯獎；第17屆金音 最佳電音歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,prod-cw,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
yyt,,待確認,待確認,第17屆金音 最佳電音歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,yyt,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
A.FLYT,,待確認,待確認,第17屆金音 最佳電音歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,a-flyt,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
TeacheRay,,待確認,待確認,第17屆金音 最佳爵士專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,teacheray,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
Falk Bonitz Rafique,,待確認,待確認,第17屆金音 最佳爵士專輯獎；第17屆金音 最佳爵士歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,falk-bonitz-rafique,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
楊易修,,待確認,待確認,第17屆金音 最佳爵士歌曲獎；第17屆金音 最佳另類流行專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,yang-yi-xiu,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
ERIKA劉艾立,,待確認,待確認,第17屆金音 最佳節奏藍調專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,erika,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
BRADD,,待確認,待確認,第17屆金音 最佳節奏藍調專輯獎；第17屆金音 最佳節奏藍調歌曲獎；第16屆金音 最佳節奏藍調專輯獎；第16屆金音 最佳另類流行歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,bradd,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
雲端司機,,待確認,待確認,第17屆金音 最佳節奏藍調歌曲獎；第17屆金音 最佳另類流行專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,yun-duan-si-ji,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
Haezee黃瑋昕,,待確認,待確認,第17屆金音 最佳節奏藍調歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,haezee,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
NIO,,待確認,國內,第17屆金音 最佳另類流行專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,nio,藝人自用拼音,,維基百科消歧義頁：列為「台灣歌手」，惟無獨立條目可確認性別；藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
鐘奕安,,待確認,待確認,第17屆金音 最佳另類流行歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,zhong-yi-an,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
許哲珮,,女歌手,國內,第17屆金音 最佳另類流行歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,xu-zhe-pei,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
A_Root同根生,,待確認,待確認,第17屆金音 最佳另類流行歌曲獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=261897,a-root,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
百合花,,團體,國內,第16屆金音 最佳專輯獎；第16屆金音 最佳樂團獎；第16屆金音 最佳搖滾專輯獎；第16屆金音 最佳搖滾歌曲獎；第16屆金音 最佳另類流行歌曲獎；第16屆金音 評審團獎；第15屆金音 最佳搖滾歌曲獎,第16屆金音 最佳專輯獎；第16屆金音 評審團獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=245657；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=224381；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,bai-he-hua,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
FUTURE AFTER A SECOND,,待確認,待確認,第16屆金音 最佳樂團獎；第16屆金音 最佳搖滾專輯獎,第16屆金音 最佳搖滾專輯獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=245657；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,future-after-a-second,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
貓膽汁,,待確認,待確認,第16屆金音 最佳樂團獎；第16屆金音 最佳搖滾歌曲獎,第16屆金音 最佳搖滾歌曲獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=245657；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,mao-dan-zhi,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
當代電影大師,,團體,國內,第16屆金音 最佳樂團獎；第16屆金音 最佳現場演出獎；第16屆金音 最佳搖滾專輯獎；第16屆金音 最佳搖滾歌曲獎,第16屆金音 最佳現場演出獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=245657；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,dang-dai-dian-ying-da-shi,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
LÜCY,,待確認,待確認,第16屆金音 最佳創作歌手獎；第16屆金音 最佳另類流行專輯獎；第16屆金音 最佳另類流行歌曲獎,第16屆金音 最佳另類流行歌曲獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=245657；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,lucy,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
林奕碩,,待確認,待確認,第16屆金音 最佳創作歌手獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,lin-yi-shuo,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
林以樂,,待確認,待確認,第16屆金音 最佳創作歌手獎；第16屆金音 最佳另類流行專輯獎,第16屆金音 最佳創作歌手獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=245657；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,lin-yi-le,音譯,,查無官方英文名或自用羅馬拼音，採漢語拼音音譯
BRBP,,待確認,待確認,第16屆金音 最佳新人獎；第16屆金音 最佳另類流行專輯獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,brbp,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
FTK,,待確認,待確認,第16屆金音 最佳新人獎；第16屆金音 最佳電音專輯獎；第16屆金音 最佳電音歌曲獎,第16屆金音 最佳電音專輯獎；第16屆金音 最佳電音歌曲獎,https://www.bamid.gov.tw/News_Content.aspx?n=3483&s=245657；https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,ftk,藝人自用拼音,,藝人本身以羅馬字母／英文為藝名，直接取自入圍名單原名
Tickle Tickle癢癢,,待確認,待確認,第16屆金音 最佳新人獎,,https://www.bamid.gov.tw/News_Content.aspx?n=3548&s=243448,tickle-tickle,藝人自用拼音,,藝名中英夾雜，取其自用羅馬字母部分作為識別碼
